No,Province,City,id_city,jne,jnt,ninja,wahana,pos
36,SUMATERA UTARA,KABUPATEN LANGKAT,1213,0,0,0,0,0
37,SUMATERA UTARA,KABUPATEN NIAS SELATAN,1214,0,0,0,0,0
38,SUMATERA UTARA,KABUPATEN HUMBANG HASUNDUTAN,1215,0,0,0,0,0
39,SUMATERA UTARA,KABUPATEN PAKPAK BHARAT,1216,0,0,0,0,0
40,SUMATERA UTARA,KABUPATEN SAMOSIR,1217,0,0,0,0,0
41,SUMATERA UTARA,KABUPATEN SERDANG BEDAGAI,1218,0,0,0,0,0
42,SUMATERA UTARA,KABUPATEN BATU BARA,1219,0,0,0,0,0
43,SUMATERA UTARA,KABUPATEN PADANG LAWAS UTARA,1220,0,0,0,0,0
44,SUMATERA UTARA,KABUPATEN PADANG LAWAS,1221,0,0,0,0,0
45,SUMATERA UTARA,KABUPATEN LABUHAN BATU SELATAN,1222,0,0,0,0,0
46,SUMATERA UTARA,KABUPATEN LABUHAN BATU UTARA,1223,0,0,0,0,0
47,SUMATERA UTARA,KABUPATEN NIAS UTARA,1224,0,0,0,0,0
48,SUMATERA UTARA,KABUPATEN NIAS BARAT,1225,0,0,0,0,0
49,SUMATERA UTARA,KOTA SIBOLGA,1271,0,0,0,0,0
50,SUMATERA UTARA,KOTA TANJUNG BALAI,1272,0,0,0,0,0
51,SUMATERA UTARA,KOTA PEMATANG SIANTAR,1273,0,0,0,0,0
52,SUMATERA UTARA,KOTA TEBING TINGGI,1274,0,0,0,0,0
53,SUMATERA UTARA,KOTA MEDAN,1275,0,0,0,0,0
54,SUMATERA UTARA,KOTA BINJAI,1276,0,0,0,0,0
55,SUMATERA UTARA,KOTA PADANGSIDIMPUAN,1277,0,0,0,0,0
56,SUMATERA UTARA,KOTA GUNUNGSITOLI,1278,0,0,0,0,0
57,SUMATERA BARAT,KABUPATEN KEPULAUAN MENTAWAI,1301,0,0,0,0,0
58,SUMATERA BARAT,KABUPATEN PESISIR SELATAN,1302,0,0,0,0,0
59,SUMATERA BARAT,KABUPATEN SOLOK,1303,0,0,0,0,0
60,SUMATERA BARAT,KABUPATEN SIJUNJUNG,1304,0,0,0,0,0
61,SUMATERA BARAT,KABUPATEN TANAH DATAR,1305,0,0,0,0,0
62,SUMATERA BARAT,KABUPATEN PADANG PARIAMAN,1306,0,0,0,0,0
63,SUMATERA BARAT,KABUPATEN AGAM,1307,0,0,0,0,0
64,SUMATERA BARAT,KABUPATEN LIMA PULUH KOTA,1308,0,0,0,0,0
65,SUMATERA BARAT,KABUPATEN PASAMAN,1309,0,0,0,0,0
66,SUMATERA BARAT,KABUPATEN SOLOK SELATAN,1310,0,0,0,0,0
67,SUMATERA BARAT,KABUPATEN DHARMASRAYA,1311,0,0,0,0,0
68,SUMATERA BARAT,KABUPATEN PASAMAN BARAT,1312,0,0,0,0,0
69,SUMATERA BARAT,KOTA PADANG,1371,0,0,0,0,0
70,SUMATERA BARAT,KOTA SOLOK,1372,0,0,0,0,0
71,SUMATERA BARAT,KOTA SAWAH LUNTO,1373,0,0,0,0,0
72,SUMATERA BARAT,KOTA PADANG PANJANG,1374,0,0,0,0,0
73,SUMATERA BARAT,KOTA BUKITTINGGI,1375,0,0,0,0,0
74,SUMATERA BARAT,KOTA PAYAKUMBUH,1376,0,0,0,0,0
75,SUMATERA BARAT,KOTA PARIAMAN,1377,0,0,0,0,0
76,RIAU,KABUPATEN KUANTAN SINGINGI,1401,0,0,0,0,0
77,RIAU,KABUPATEN INDRAGIRI HULU,1402,0,0,0,0,0
78,RIAU,KABUPATEN INDRAGIRI HILIR,1403,0,0,0,0,0
79,RIAU,KABUPATEN PELALAWAN,1404,0,0,0,0,0
80,RIAU,KABUPATEN S I A K,1405,0,0,0,0,0
81,RIAU,KABUPATEN KAMPAR,1406,0,0,0,0,0
82,RIAU,KABUPATEN ROKAN HULU,1407,0,0,0,0,0
83,RIAU,KABUPATEN BENGKALIS,1408,0,0,0,0,0
84,RIAU,KABUPATEN ROKAN HILIR,1409,0,0,0,0,0
85,RIAU,KABUPATEN KEPULAUAN MERANTI,1410,0,0,0,0,0
86,RIAU,KOTA PEKANBARU,1471,0,0,0,0,0
87,RIAU,KOTA D U M A I,1473,0,0,0,0,0
88,JAMBI,KABUPATEN KERINCI,1501,0,0,0,0,0
89,JAMBI,KABUPATEN MERANGIN,1502,0,0,0,0,0
90,JAMBI,KABUPATEN SAROLANGUN,1503,0,0,0,0,0
91,JAMBI,KABUPATEN BATANG HARI,1504,0,0,0,0,0
92,JAMBI,KABUPATEN MUARO JAMBI,1505,0,0,0,0,0
93,JAMBI,KABUPATEN TANJUNG JABUNG TIMUR,1506,0,0,0,0,0
94,JAMBI,KABUPATEN TANJUNG JABUNG BARAT,1507,0,0,0,0,0
95,JAMBI,KABUPATEN TEBO,1508,0,0,0,0,0
96,JAMBI,KABUPATEN BUNGO,1509,0,0,0,0,0
97,JAMBI,KOTA JAMBI,1571,0,0,0,0,0
98,JAMBI,KOTA SUNGAI PENUH,1572,0,0,0,0,0
99,SUMATERA SELATAN,KABUPATEN OGAN KOMERING ULU,1601,0,0,0,0,0
100,SUMATERA SELATAN,KABUPATEN OGAN KOMERING ILIR,1602,0,0,0,0,0
101,SUMATERA SELATAN,KABUPATEN MUARA ENIM,1603,0,0,0,0,0
102,SUMATERA SELATAN,KABUPATEN LAHAT,1604,0,0,0,0,0
103,SUMATERA SELATAN,KABUPATEN MUSI RAWAS,1605,0,0,0,0,0
104,SUMATERA SELATAN,KABUPATEN MUSI BANYUASIN,1606,0,0,0,0,0
105,SUMATERA SELATAN,KABUPATEN BANYU ASIN,1607,0,0,0,0,0
106,SUMATERA SELATAN,KABUPATEN OGAN KOMERING ULU SELATAN,1608,0,0,0,0,0
107,SUMATERA SELATAN,KABUPATEN OGAN KOMERING ULU TIMUR,1609,0,0,0,0,0
108,SUMATERA SELATAN,KABUPATEN OGAN ILIR,1610,0,0,0,0,0
109,SUMATERA SELATAN,KABUPATEN EMPAT LAWANG,1611,0,0,0,0,0
110,SUMATERA SELATAN,KABUPATEN PENUKAL ABAB LEMATANG ILIR,1612,0,0,0,0,0
111,SUMATERA SELATAN,KABUPATEN MUSI RAWAS UTARA,1613,0,0,0,0,0
112,SUMATERA SELATAN,KOTA PALEMBANG,1671,0,0,0,0,0
113,SUMATERA SELATAN,KOTA PRABUMULIH,1672,0,0,0,0,0
114,SUMATERA SELATAN,KOTA PAGAR ALAM,1673,0,0,0,0,0
115,SUMATERA SELATAN,KOTA LUBUKLINGGAU,1674,0,0,0,0,0
116,BENGKULU,KABUPATEN BENGKULU SELATAN,1701,0,0,0,0,0
117,BENGKULU,KABUPATEN REJANG LEBONG,1702,0,0,0,0,0
118,BENGKULU,KABUPATEN BENGKULU UTARA,1703,0,0,0,0,0
119,BENGKULU,KABUPATEN KAUR,1704,0,0,0,0,0
120,BENGKULU,KABUPATEN SELUMA,1705,0,0,0,0,0
121,BENGKULU,KABUPATEN MUKOMUKO,1706,0,0,0,0,0
122,BENGKULU,KABUPATEN LEBONG,1707,0,0,0,0,0
123,BENGKULU,KABUPATEN KEPAHIANG,1708,0,0,0,0,0
124,BENGKULU,KABUPATEN BENGKULU TENGAH,1709,0,0,0,0,0
125,BENGKULU,KOTA BENGKULU,1771,0,0,0,0,0
126,LAMPUNG,KABUPATEN LAMPUNG BARAT,1801,0,0,0,0,0
127,LAMPUNG,KABUPATEN TANGGAMUS,1802,0,0,0,0,0
128,LAMPUNG,KABUPATEN LAMPUNG SELATAN,1803,0,0,0,0,0
129,LAMPUNG,KABUPATEN LAMPUNG TIMUR,1804,0,0,0,0,0
130,LAMPUNG,KABUPATEN LAMPUNG TENGAH,1805,0,0,0,0,0
131,LAMPUNG,KABUPATEN LAMPUNG UTARA,1806,0,0,0,0,0
132,LAMPUNG,KABUPATEN WAY KANAN,1807,0,0,0,0,0
133,LAMPUNG,KABUPATEN TULANGBAWANG,1808,0,0,0,0,0
134,LAMPUNG,KABUPATEN PESAWARAN,1809,0,0,0,0,0
135,LAMPUNG,KABUPATEN PRINGSEWU,1810,0,0,0,0,0
136,LAMPUNG,KABUPATEN MESUJI,1811,0,0,0,0,0
137,LAMPUNG,KABUPATEN TULANG BAWANG BARAT,1812,0,0,0,0,0
138,LAMPUNG,KABUPATEN PESISIR BARAT,1813,0,0,0,0,0
139,LAMPUNG,KOTA BANDAR LAMPUNG,1871,0,0,0,0,0
140,LAMPUNG,KOTA METRO,1872,0,0,0,0,0
141,KEPULAUAN BANGKA BELITUNG,KABUPATEN BANGKA,1901,0,0,0,0,0
142,KEPULAUAN BANGKA BELITUNG,KABUPATEN BELITUNG,1902,0,0,0,0,0
143,KEPULAUAN BANGKA BELITUNG,KABUPATEN BANGKA BARAT,1903,0,0,0,0,0
144,KEPULAUAN BANGKA BELITUNG,KABUPATEN BANGKA TENGAH,1904,0,0,0,0,0
145,KEPULAUAN BANGKA BELITUNG,KABUPATEN BANGKA SELATAN,1905,0,0,0,0,0
146,KEPULAUAN BANGKA BELITUNG,KABUPATEN BELITUNG TIMUR,1906,0,0,0,0,0
147,KEPULAUAN BANGKA BELITUNG,KOTA PANGKAL PINANG,1971,0,0,0,0,0
148,KEPULAUAN RIAU,KABUPATEN KARIMUN,2101,0,0,0,0,0
149,KEPULAUAN RIAU,KABUPATEN BINTAN,2102,0,0,0,0,0
150,KEPULAUAN RIAU,KABUPATEN NATUNA,2103,0,0,0,0,0
151,KEPULAUAN RIAU,KABUPATEN LINGGA,2104,0,0,0,0,0
152,KEPULAUAN RIAU,KABUPATEN KEPULAUAN ANAMBAS,2105,0,0,0,0,0
153,KEPULAUAN RIAU,KOTA B A T A M,2171,0,0,0,0,0
154,KEPULAUAN RIAU,KOTA TANJUNG PINANG,2172,0,0,0,0,0
155,DKI JAKARTA,KABUPATEN KEPULAUAN SERIBU,3101,0,0,0,0,0
156,DKI JAKARTA,KOTA JAKARTA SELATAN,3171,0,0,0,0,0
157,DKI JAKARTA,KOTA JAKARTA TIMUR,3172,0,0,0,0,0
158,DKI JAKARTA,KOTA JAKARTA PUSAT,3173,0,0,0,0,0
159,DKI JAKARTA,KOTA JAKARTA BARAT,3174,0,0,0,0,0
160,DKI JAKARTA,KOTA JAKARTA UTARA,3175,0,0,0,0,0
161,JAWA BARAT,KABUPATEN BOGOR,3201,0,0,0,0,0
162,JAWA BARAT,KABUPATEN SUKABUMI,3202,0,0,0,0,0
163,JAWA BARAT,KABUPATEN CIANJUR,3203,0,0,0,0,0
164,JAWA BARAT,KABUPATEN BANDUNG,3204,0,0,0,0,0
165,JAWA BARAT,KABUPATEN GARUT,3205,0,0,0,0,0
166,JAWA BARAT,KABUPATEN TASIKMALAYA,3206,0,0,0,0,0
167,JAWA BARAT,KABUPATEN CIAMIS,3207,0,0,0,0,0
168,JAWA BARAT,KABUPATEN KUNINGAN,3208,0,0,0,0,0
169,JAWA BARAT,KABUPATEN CIREBON,3209,0,0,0,0,0
170,JAWA BARAT,KABUPATEN MAJALENGKA,3210,0,0,0,0,0
171,JAWA BARAT,KABUPATEN SUMEDANG,3211,0,0,0,0,0
172,JAWA BARAT,KABUPATEN INDRAMAYU,3212,0,0,0,0,0
173,JAWA BARAT,KABUPATEN SUBANG,3213,0,0,0,0,0
174,JAWA BARAT,KABUPATEN PURWAKARTA,3214,0,0,0,0,0
175,JAWA BARAT,KABUPATEN KARAWANG,3215,0,0,0,0,0
176,JAWA BARAT,KABUPATEN BEKASI,3216,0,0,0,0,0
177,JAWA BARAT,KABUPATEN BANDUNG BARAT,3217,0,0,0,0,0
178,JAWA BARAT,KABUPATEN PANGANDARAN,3218,0,0,0,0,0
179,JAWA BARAT,KOTA BOGOR,3271,0,0,0,0,0
180,JAWA BARAT,KOTA SUKABUMI,3272,0,0,0,0,0
181,JAWA BARAT,KOTA BANDUNG,3273,0,0,0,0,0
182,JAWA BARAT,KOTA CIREBON,3274,0,0,0,0,0
183,JAWA BARAT,KOTA BEKASI,3275,0,0,0,0,0
184,JAWA BARAT,KOTA DEPOK,3276,0,0,0,0,0
185,JAWA BARAT,KOTA CIMAHI,3277,0,0,0,0,0
186,JAWA BARAT,KOTA TASIKMALAYA,3278,0,0,0,0,0
187,JAWA BARAT,KOTA BANJAR,3279,0,0,0,0,0
188,JAWA TENGAH,KABUPATEN CILACAP,3301,0,0,0,0,0
189,JAWA TENGAH,KABUPATEN BANYUMAS,3302,0,0,0,0,0
190,JAWA TENGAH,KABUPATEN PURBALINGGA,3303,0,0,0,0,0
191,JAWA TENGAH,KABUPATEN BANJARNEGARA,3304,0,0,0,0,0
192,JAWA TENGAH,KABUPATEN KEBUMEN,3305,0,0,0,0,0
193,JAWA TENGAH,KABUPATEN PURWOREJO,3306,0,0,0,0,0
194,JAWA TENGAH,KABUPATEN WONOSOBO,3307,0,0,0,0,0
195,JAWA TENGAH,KABUPATEN MAGELANG,3308,0,0,0,0,0
196,JAWA TENGAH,KABUPATEN BOYOLALI,3309,0,0,0,0,0
197,JAWA TENGAH,KABUPATEN KLATEN,3310,0,0,0,0,0
198,JAWA TENGAH,KABUPATEN SUKOHARJO,3311,0,0,0,0,0
199,JAWA TENGAH,KABUPATEN WONOGIRI,3312,0,0,0,0,0
200,JAWA TENGAH,KABUPATEN KARANGANYAR,3313,0,0,0,0,0
201,JAWA TENGAH,KABUPATEN SRAGEN,3314,0,0,0,0,0
202,JAWA TENGAH,KABUPATEN GROBOGAN,3315,0,0,0,0,0
203,JAWA TENGAH,KABUPATEN BLORA,3316,0,0,0,0,0
204,JAWA TENGAH,KABUPATEN REMBANG,3317,0,0,0,0,0
205,JAWA TENGAH,KABUPATEN PATI,3318,0,0,0,0,0
206,JAWA TENGAH,KABUPATEN KUDUS,3319,0,0,0,0,0
207,JAWA TENGAH,KABUPATEN JEPARA,3320,0,0,0,0,0
208,JAWA TENGAH,KABUPATEN DEMAK,3321,0,0,0,0,0
209,JAWA TENGAH,KABUPATEN SEMARANG,3322,0,0,0,0,0
210,JAWA TENGAH,KABUPATEN TEMANGGUNG,3323,0,0,0,0,0
211,JAWA TENGAH,KABUPATEN KENDAL,3324,0,0,0,0,0
212,JAWA TENGAH,KABUPATEN BATANG,3325,0,0,0,0,0
213,JAWA TENGAH,KABUPATEN PEKALONGAN,3326,0,0,0,0,0
214,JAWA TENGAH,KABUPATEN PEMALANG,3327,0,0,0,0,0
215,JAWA TENGAH,KABUPATEN TEGAL,3328,0,0,0,0,0
216,JAWA TENGAH,KABUPATEN BREBES,3329,0,0,0,0,0
217,JAWA TENGAH,KOTA MAGELANG,3371,0,0,0,0,0
218,JAWA TENGAH,KOTA SURAKARTA,3372,0,0,0,0,0
219,JAWA TENGAH,KOTA SALATIGA,3373,0,0,0,0,0
220,JAWA TENGAH,KOTA SEMARANG,3374,0,0,0,0,0
221,JAWA TENGAH,KOTA PEKALONGAN,3375,0,0,0,0,0
222,JAWA TENGAH,KOTA TEGAL,3376,0,0,0,0,0
223,DI YOGYAKARTA,KABUPATEN KULON PROGO,3401,0,0,0,0,0
224,DI YOGYAKARTA,KABUPATEN BANTUL,3402,0,0,0,0,0
225,DI YOGYAKARTA,KABUPATEN GUNUNG KIDUL,3403,0,0,0,0,0
226,DI YOGYAKARTA,KABUPATEN SLEMAN,3404,0,0,0,0,0
227,DI YOGYAKARTA,KOTA YOGYAKARTA,3471,0,0,0,0,0
228,JAWA TIMUR,KABUPATEN PACITAN,3501,0,0,0,0,0
229,JAWA TIMUR,KABUPATEN PONOROGO,3502,0,0,0,0,0
230,JAWA TIMUR,KABUPATEN TRENGGALEK,3503,0,0,0,0,0
231,JAWA TIMUR,KABUPATEN TULUNGAGUNG,3504,0,0,0,0,0
232,JAWA TIMUR,KABUPATEN BLITAR,3505,0,0,0,0,0
233,JAWA TIMUR,KABUPATEN KEDIRI,3506,0,0,0,0,0
234,JAWA TIMUR,KABUPATEN MALANG,3507,0,0,0,0,0
235,JAWA TIMUR,KABUPATEN LUMAJANG,3508,0,0,0,0,0
236,JAWA TIMUR,KABUPATEN JEMBER,3509,0,0,0,0,0
237,JAWA TIMUR,KABUPATEN BANYUWANGI,3510,0,0,0,0,0
238,JAWA TIMUR,KABUPATEN BONDOWOSO,3511,0,0,0,0,0
239,JAWA TIMUR,KABUPATEN SITUBONDO,3512,0,0,0,0,0
240,JAWA TIMUR,KABUPATEN PROBOLINGGO,3513,0,0,0,0,0
241,JAWA TIMUR,KABUPATEN PASURUAN,3514,0,0,0,0,0
242,JAWA TIMUR,KABUPATEN SIDOARJO,3515,0,0,0,0,0
243,JAWA TIMUR,KABUPATEN MOJOKERTO,3516,0,0,0,0,0
244,JAWA TIMUR,KABUPATEN JOMBANG,3517,0,0,0,0,0
245,JAWA TIMUR,KABUPATEN NGANJUK,3518,0,0,0,0,0
246,JAWA TIMUR,KABUPATEN MADIUN,3519,0,0,0,0,0
247,JAWA TIMUR,KABUPATEN MAGETAN,3520,0,0,0,0,0
248,JAWA TIMUR,KABUPATEN NGAWI,3521,0,0,0,0,0
249,JAWA TIMUR,KABUPATEN BOJONEGORO,3522,0,0,0,0,0
250,JAWA TIMUR,KABUPATEN TUBAN,3523,0,0,0,0,0
251,JAWA TIMUR,KABUPATEN LAMONGAN,3524,0,0,0,0,0
252,JAWA TIMUR,KABUPATEN GRESIK,3525,0,0,0,0,0
253,JAWA TIMUR,KABUPATEN BANGKALAN,3526,0,0,0,0,0
254,JAWA TIMUR,KABUPATEN SAMPANG,3527,0,0,0,0,0
255,JAWA TIMUR,KABUPATEN PAMEKASAN,3528,0,0,0,0,0
256,JAWA TIMUR,KABUPATEN SUMENEP,3529,0,0,0,0,0
257,JAWA TIMUR,KOTA KEDIRI,3571,0,0,0,0,0
258,JAWA TIMUR,KOTA BLITAR,3572,0,0,0,0,0
259,JAWA TIMUR,KOTA MALANG,3573,0,0,0,0,0
260,JAWA TIMUR,KOTA PROBOLINGGO,3574,0,0,0,0,0
261,JAWA TIMUR,KOTA PASURUAN,3575,0,0,0,0,0
262,JAWA TIMUR,KOTA MOJOKERTO,3576,0,0,0,0,0
263,JAWA TIMUR,KOTA MADIUN,3577,0,0,0,0,0
264,JAWA TIMUR,KOTA SURABAYA,3578,0,0,0,0,0
265,JAWA TIMUR,KOTA BATU,3579,0,0,0,0,0
266,BANTEN,KABUPATEN PANDEGLANG,3601,0,0,0,0,0
267,BANTEN,KABUPATEN LEBAK,3602,0,0,0,0,0
268,BANTEN,KABUPATEN TANGERANG,3603,0,0,0,0,0
269,BANTEN,KABUPATEN SERANG,3604,0,0,0,0,0
270,BANTEN,KOTA TANGERANG,3671,0,0,0,0,0
271,BANTEN,KOTA CILEGON,3672,0,0,0,0,0
272,BANTEN,KOTA SERANG,3673,0,0,0,0,0
273,BANTEN,KOTA TANGERANG SELATAN,3674,0,0,0,0,0
274,BALI,KABUPATEN JEMBRANA,5101,0,0,0,0,0
275,BALI,KABUPATEN TABANAN,5102,0,0,0,0,0
276,BALI,KABUPATEN BADUNG,5103,0,0,0,0,0
277,BALI,KABUPATEN GIANYAR,5104,0,0,0,0,0
278,BALI,KABUPATEN KLUNGKUNG,5105,0,0,0,0,0
279,BALI,KABUPATEN BANGLI,5106,0,0,0,0,0
280,BALI,KABUPATEN KARANG ASEM,5107,0,0,0,0,0
281,BALI,KABUPATEN BULELENG,5108,0,0,0,0,0
282,BALI,KOTA DENPASAR,5171,0,0,0,0,0
283,NUSA TENGGARA BARAT,KABUPATEN LOMBOK BARAT,5201,0,0,0,0,0
284,NUSA TENGGARA BARAT,KABUPATEN LOMBOK TENGAH,5202,0,0,0,0,0
285,NUSA TENGGARA BARAT,KABUPATEN LOMBOK TIMUR,5203,0,0,0,0,0
286,NUSA TENGGARA BARAT,KABUPATEN SUMBAWA,5204,0,0,0,0,0
287,NUSA TENGGARA BARAT,KABUPATEN DOMPU,5205,0,0,0,0,0
288,NUSA TENGGARA BARAT,KABUPATEN BIMA,5206,0,0,0,0,0
289,NUSA TENGGARA BARAT,KABUPATEN SUMBAWA BARAT,5207,0,0,0,0,0
290,NUSA TENGGARA BARAT,KABUPATEN LOMBOK UTARA,5208,0,0,0,0,0
291,NUSA TENGGARA BARAT,KOTA MATARAM,5271,0,0,0,0,0
292,NUSA TENGGARA BARAT,KOTA BIMA,5272,0,0,0,0,0
293,NUSA TENGGARA TIMUR,KABUPATEN SUMBA BARAT,5301,0,0,0,0,0
294,NUSA TENGGARA TIMUR,KABUPATEN SUMBA TIMUR,5302,0,0,0,0,0
295,NUSA TENGGARA TIMUR,KABUPATEN KUPANG,5303,0,0,0,0,0
296,NUSA TENGGARA TIMUR,KABUPATEN TIMOR TENGAH SELATAN,5304,0,0,0,0,0
297,NUSA TENGGARA TIMUR,KABUPATEN TIMOR TENGAH UTARA,5305,0,0,0,0,0
298,NUSA TENGGARA TIMUR,KABUPATEN BELU,5306,0,0,0,0,0
299,NUSA TENGGARA TIMUR,KABUPATEN ALOR,5307,0,0,0,0,0
300,NUSA TENGGARA TIMUR,KABUPATEN LEMBATA,5308,0,0,0,0,0
301,NUSA TENGGARA TIMUR,KABUPATEN FLORES TIMUR,5309,0,0,0,0,0
302,NUSA TENGGARA TIMUR,KABUPATEN SIKKA,5310,0,0,0,0,0
303,NUSA TENGGARA TIMUR,KABUPATEN ENDE,5311,0,0,0,0,0
304,NUSA TENGGARA TIMUR,KABUPATEN NGADA,5312,0,0,0,0,0
305,NUSA TENGGARA TIMUR,KABUPATEN MANGGARAI,5313,0,0,0,0,0
306,NUSA TENGGARA TIMUR,KABUPATEN ROTE NDAO,5314,0,0,0,0,0
307,NUSA TENGGARA TIMUR,KABUPATEN MANGGARAI BARAT,5315,0,0,0,0,0
308,NUSA TENGGARA TIMUR,KABUPATEN SUMBA TENGAH,5316,0,0,0,0,0
309,NUSA TENGGARA TIMUR,KABUPATEN SUMBA BARAT DAYA,5317,0,0,0,0,0
310,NUSA TENGGARA TIMUR,KABUPATEN NAGEKEO,5318,0,0,0,0,0
311,NUSA TENGGARA TIMUR,KABUPATEN MANGGARAI TIMUR,5319,0,0,0,0,0
312,NUSA TENGGARA TIMUR,KABUPATEN SABU RAIJUA,5320,0,0,0,0,0
313,NUSA TENGGARA TIMUR,KABUPATEN MALAKA,5321,0,0,0,0,0
314,NUSA TENGGARA TIMUR,KOTA KUPANG,5371,0,0,0,0,0
315,KALIMANTAN BARAT,KABUPATEN SAMBAS,6101,0,0,0,0,0
316,KALIMANTAN BARAT,KABUPATEN BENGKAYANG,6102,0,0,0,0,0
317,KALIMANTAN BARAT,KABUPATEN LANDAK,6103,0,0,0,0,0
318,KALIMANTAN BARAT,KABUPATEN MEMPAWAH,6104,0,0,0,0,0
319,KALIMANTAN BARAT,KABUPATEN SANGGAU,6105,0,0,0,0,0
320,KALIMANTAN BARAT,KABUPATEN KETAPANG,6106,0,0,0,0,0
321,KALIMANTAN BARAT,KABUPATEN SINTANG,6107,0,0,0,0,0
322,KALIMANTAN BARAT,KABUPATEN KAPUAS HULU,6108,0,0,0,0,0
323,KALIMANTAN BARAT,KABUPATEN SEKADAU,6109,0,0,0,0,0
324,KALIMANTAN BARAT,KABUPATEN MELAWI,6110,0,0,0,0,0
325,KALIMANTAN BARAT,KABUPATEN KAYONG UTARA,6111,0,0,0,0,0
326,KALIMANTAN BARAT,KABUPATEN KUBU RAYA,6112,0,0,0,0,0
327,KALIMANTAN BARAT,KOTA PONTIANAK,6171,0,0,0,0,0
328,KALIMANTAN BARAT,KOTA SINGKAWANG,6172,0,0,0,0,0
329,KALIMANTAN TENGAH,KABUPATEN KOTAWARINGIN BARAT,6201,0,0,0,0,0
330,KALIMANTAN TENGAH,KABUPATEN KOTAWARINGIN TIMUR,6202,0,0,0,0,0
331,KALIMANTAN TENGAH,KABUPATEN KAPUAS,6203,0,0,0,0,0
332,KALIMANTAN TENGAH,KABUPATEN BARITO SELATAN,6204,0,0,0,0,0
333,KALIMANTAN TENGAH,KABUPATEN BARITO UTARA,6205,0,0,0,0,0
334,KALIMANTAN TENGAH,KABUPATEN SUKAMARA,6206,0,0,0,0,0
335,KALIMANTAN TENGAH,KABUPATEN LAMANDAU,6207,0,0,0,0,0
336,KALIMANTAN TENGAH,KABUPATEN SERUYAN,6208,0,0,0,0,0
337,KALIMANTAN TENGAH,KABUPATEN KATINGAN,6209,0,0,0,0,0
338,KALIMANTAN TENGAH,KABUPATEN PULANG PISAU,6210,0,0,0,0,0
339,KALIMANTAN TENGAH,KABUPATEN GUNUNG MAS,6211,0,0,0,0,0
340,KALIMANTAN TENGAH,KABUPATEN BARITO TIMUR,6212,0,0,0,0,0
341,KALIMANTAN TENGAH,KABUPATEN MURUNG RAYA,6213,0,0,0,0,0
342,KALIMANTAN TENGAH,KOTA PALANGKA RAYA,6271,0,0,0,0,0
343,KALIMANTAN SELATAN,KABUPATEN TANAH LAUT,6301,0,0,0,0,0
344,KALIMANTAN SELATAN,KABUPATEN KOTA BARU,6302,0,0,0,0,0
345,KALIMANTAN SELATAN,KABUPATEN BANJAR,6303,0,0,0,0,0
